site,sample_date,latitude,longitude,transect,measurement_traverse,measurement_order,measurement_purpose,alt,alt_fl
FB,8/26/18,69.812372,-148.766486,E-W,E to W,22,soil pit focus,68,water
FB,8/26/18,69.812372,-148.766486,E-W,E to W,23,soil pit focus,51,NA
FB,8/26/18,69.812372,-148.766486,E-W,E to W,24,soil pit focus,61,NA
FB,8/26/18,69.812372,-148.766486,E-W,E to W,25,soil pit focus,64,NA
FB,8/26/18,69.812372,-148.766486,E-W,E to W,26,plot characterization,59,NA
FB,8/26/18,69.812372,-148.766486,E-W,E to W,27,plot characterization,49,NA
FB,8/26/18,69.812372,-148.766486,E-W,E to W,28,plot characterization,65,NA
FB,8/26/18,69.812372,-148.766486,E-W,E to W,29,plot characterization,47,NA
FB,8/26/18,69.812372,-148.766486,E-W,E to W,30,plot characterization,70,water
FB,8/26/18,69.812372,-148.766486,E-W,E to W,31,plot characterization,64,NA
FB,8/26/18,69.812372,-148.766486,E-W,E to W,32,plot characterization,42,NA
FB,8/26/18,69.812372,-148.766486,E-W,E to W,33,plot characterization,59,NA
FB,8/26/18,69.812372,-148.766486,E-W,E to W,34,plot characterization,45,NA
FB,8/26/18,69.812372,-148.766486,E-W,E to W,35,plot characterization,54,NA
FB,8/26/18,69.812372,-148.766486,E-W,E to W,36,plot characterization,51,NA
FB,8/26/18,69.812372,-148.766486,E-W,E to W,37,plot characterization,84,water
FB,8/26/18,69.812372,-148.766486,NE-SW,NE to SW,1,soil pit focus,55,NA
FB,8/26/18,69.812372,-148.766486,NE-SW,NE to SW,2,soil pit focus,53,NA
FB,8/26/18,69.812372,-148.766486,NE-SW,NE to SW,3,soil pit focus,57,NA
FB,8/26/18,69.812372,-148.766486,NE-SW,NE to SW,4,soil pit focus,61,NA
FB,8/26/18,69.812372,-148.766486,NE-SW,NE to SW,5,soil pit focus,44,NA
FB,8/26/18,69.812372,-148.766486,NE-SW,NE to SW,6,soil pit focus,52,NA
FB,8/26/18,69.812372,-148.766486,NE-SW,NE to SW,7,soil pit focus,55,Soil pit FB-1
FB,8/26/18,69.812372,-148.766486,NE-SW,NE to SW,8,soil pit focus,59,NA
FB,8/26/18,69.812372,-148.766486,NE-SW,NE to SW,9,soil pit focus,62,NA
FB,8/26/18,69.812372,-148.766486,NE-SW,NE to SW,10,soil pit focus,52,NA
FB,8/26/18,69.812372,-148.766486,NE-SW,NE to SW,11,soil pit focus,64,NA
FB,8/26/18,69.812372,-148.766486,NE-SW,NE to SW,12,soil pit focus,57,NA
FB,8/26/18,69.812372,-148.766486,NE-SW,NE to SW,13,soil pit focus,56,NA
FB,8/26/18,69.812372,-148.766486,NW-SE,NW to SE,1,soil pit focus,49,water
FB,8/26/18,69.812372,-148.766486,NW-SE,NW to SE,2,soil pit focus,61,NA
FB,8/26/18,69.812372,-148.766486,NW-SE,NW to SE,3,soil pit focus,71,NA
FB,8/26/18,69.812372,-148.766486,NW-SE,NW to SE,4,soil pit focus,64,NA
FB,8/26/18,69.812372,-148.766486,NW-SE,NW to SE,5,soil pit focus,58,NA
FB,8/26/18,69.812372,-148.766486,NW-SE,NW to SE,6,soil pit focus,50,NA
FB,8/26/18,69.812372,-148.766486,NW-SE,NW to SE,7,soil pit focus,55,Soil pit FB-1
FB,8/26/18,69.812372,-148.766486,NW-SE,NW to SE,8,soil pit focus,64,NA
FB,8/26/18,69.812372,-148.766486,NW-SE,NW to SE,9,soil pit focus,65,NA
FB,8/26/18,69.812372,-148.766486,NW-SE,NW to SE,10,soil pit focus,63,NA
FB,8/26/18,69.812372,-148.766486,NW-SE,NW to SE,11,soil pit focus,66,NA
FB,8/26/18,69.812372,-148.766486,NW-SE,NW to SE,12,soil pit focus,68,NA
FB,8/26/18,69.812372,-148.766486,NW-SE,NW to SE,13,soil pit focus,69,NA
ICC,43335,69.041894,-148.827031,N-S ,N to S,1,plot characterization,56,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,2,plot characterization,43,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,3,plot characterization,47,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,4,plot characterization,47,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,5,plot characterization,46,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,6,plot characterization,55,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,7,plot characterization,43,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,8,plot characterization,58,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,9,plot characterization,61,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,10,plot characterization,52,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,11,plot characterization,49,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,12,plot characterization,36,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,13,plot characterization,59,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,14,plot characterization,49,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,15,plot characterization,46,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,16,plot characterization,46,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,17,plot characterization,51,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,18,plot characterization,57,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,19,plot characterization,52,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,20,plot characterization,42,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,21,plot characterization,44,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,22,plot characterization,50,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,23,plot characterization,50,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,24,plot characterization,46,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,25,soil pit focus,57,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,26,soil pit focus,61,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,27,soil pit focus,52,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,28,soil pit focus,41,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,29,soil pit focus,45,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,30,soil pit focus,45,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,31,soil pit focus,38,Soil pit ICC-1
ICC,43335,69.041894,-148.827031,N-S,N to S,32,soil pit focus,38,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,33,soil pit focus,42,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,34,soil pit focus,33,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,35,soil pit focus,56,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,36,soil pit focus,54,NA
ICC,43335,69.041894,-148.827031,N-S,N to S,37,soil pit focus,36,NA
ICC,43335,69.041894,-148.827031,E-W,E to W,1,soil pit focus,47,NA
ICC,43335,69.041894,-148.827031,E-W,E to W,2,soil pit focus,48,NA
ICC,43335,69.041894,-148.827031,E-W,E to W,3,soil pit focus,44,NA
ICC,43335,69.041894,-148.827031,E-W,E to W,4,soil pit focus,40,NA
ICC,43335,69.041894,-148.827031,E-W,E to W,5,soil pit focus,52,NA
ICC,43335,69.041894,-148.827031,E-W,E to W,6,soil pit focus,41,NA
ICC,43335,69.041894,-148.827031,E-W,E to W,7,soil pit focus,38,Soil pit ICC-1
ICC,43335,69.041894,-148.827031,E-W,E to W,8,soil pit focus,36,NA
ICC,43335,69.041894,-148.827031,E-W,E to W,9,soil pit focus,50,NA
ICC,43335,69.041894,-148.827031,E-W,E to W,10,soil pit focus,42,NA
ICC,43335,69.041894,-148.827031,E-W,E to W,11,soil pit focus,52,NA
ICC,43335,69.041894,-148.827031,E-W,E to W,12,soil pit focus,44,NA
ICC,43335,69.041894,-148.827031,E-W,E to W,13,soil pit focus,43,NA
ICC,43335,69.041894,-148.827031,NE-SW,NE to SW,1,soil pit focus,36,NA
ICC,43335,69.041894,-148.827031,NE-SW,NE to SW,2,soil pit focus,37,NA
ICC,43335,69.041894,-148.827031,NE-SW,NE to SW,3,soil pit focus,47,NA
ICC,43335,69.041894,-148.827031,NE-SW,NE to SW,4,soil pit focus,55,NA
ICC,43335,69.041894,-148.827031,NE-SW,NE to SW,5,soil pit focus,53,NA
ICC,43335,69.041894,-148.827031,NE-SW,NE to SW,6,soil pit focus,45,NA
ICC,43335,69.041894,-148.827031,NE-SW,NE to SW,7,soil pit focus,38,Soil pit ICC-1
ICC,43335,69.041894,-148.827031,NE-SW,NE to SW,8,soil pit focus,38,NA
ICC,43335,69.041894,-148.827031,NE-SW,NE to SW,9,soil pit focus,31,NA
ICC,43335,69.041894,-148.827031,NE-SW,NE to SW,10,soil pit focus,56,NA
ICC,43335,69.041894,-148.827031,NE-SW,NE to SW,11,soil pit focus,43,NA
ICC,43335,69.041894,-148.827031,NE-SW,NE to SW,12,soil pit focus,42,NA
ICC,43335,69.041894,-148.827031,NE-SW,NE to SW,13,soil pit focus,53,NA
ICC,43335,69.041894,-148.827031,NW-SE,NW to SE,1,soil pit focus,59,NA
ICC,43335,69.041894,-148.827031,NW-SE,NW to SE,2,soil pit focus,47,NA
ICC,43335,69.041894,-148.827031,NW-SE,NW to SE,3,soil pit focus,64,NA
ICC,43335,69.041894,-148.827031,NW-SE,NW to SE,4,soil pit focus,53,NA
ICC,43335,69.041894,-148.827031,NW-SE,NW to SE,5,soil pit focus,44,NA
ICC,43335,69.041894,-148.827031,NW-SE,NW to SE,6,soil pit focus,55,NA
ICC,43335,69.041894,-148.827031,NW-SE,NW to SE,7,soil pit focus,38,Soil pit ICC-1
ICC,43335,69.041894,-148.827031,NW-SE,NW to SE,8,soil pit focus,38,NA
ICC,43335,69.041894,-148.827031,NW-SE,NW to SE,9,soil pit focus,39,NA
ICC,43335,69.041894,-148.827031,NW-SE,NW to SE,10,soil pit focus,41,NA
ICC,43335,69.041894,-148.827031,NW-SE,NW to SE,11,soil pit focus,53,NA
ICC,43335,69.041894,-148.827031,NW-SE,NW to SE,12,soil pit focus,50,NA
ICC,43335,69.041894,-148.827031,NW-SE,NW to SE,13,soil pit focus,45,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,1,soil pit focus,39,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,2,soil pit focus,36,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,3,soil pit focus,48,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,4,soil pit focus,44,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,5,soil pit focus,58,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,6,soil pit focus,55,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,7,soil pit focus,32,Soil pit ICC-2
ICC,43335,69.041928,-148.825383,E-W,E to W,8,soil pit focus,52,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,9,soil pit focus,42,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,10,soil pit focus,59,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,11,soil pit focus,44,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,12,soil pit focus,53,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,13,soil pit focus,46,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,14,plot characterization,57,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,15,plot characterization,50,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,16,plot characterization,40,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,17,plot characterization,45,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,18,plot characterization,39,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,19,plot characterization,52,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,20,plot characterization,36,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,21,plot characterization,54,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,22,plot characterization,55,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,23,plot characterization,48,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,24,plot characterization,45,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,25,plot characterization,38,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,26,plot characterization,40,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,27,plot characterization,52,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,28,plot characterization,43,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,29,plot characterization,40,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,30,plot characterization,60,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,31,plot characterization,54,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,32,plot characterization,53,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,33,plot characterization,41,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,34,plot characterization,48,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,35,plot characterization,47,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,36,plot characterization,53,NA
ICC,43335,69.041928,-148.825383,E-W,E to W,37,plot characterization,38,NA
ICC,43335,69.041928,-148.825383,N-S,N to S,1,soil pit focus,39,NA
ICC,43335,69.041928,-148.825383,N-S,N to S,2,soil pit focus,53,NA
ICC,43335,69.041928,-148.825383,N-S,N to S,3,soil pit focus,58,NA
ICC,43335,69.041928,-148.825383,N-S,N to S,4,soil pit focus,57,NA
ICC,43335,69.041928,-148.825383,N-S,N to S,5,soil pit focus,61,NA
ICC,43335,69.041928,-148.825383,N-S,N to S,6,soil pit focus,55,NA
ICC,43335,69.041928,-148.825383,N-S,N to S,7,soil pit focus,32,Soil pit ICC-2
ICC,43335,69.041928,-148.825383,N-S,N to S,8,soil pit focus,57,NA
ICC,43335,69.041928,-148.825383,N-S,N to S,9,soil pit focus,43,NA
ICC,43335,69.041928,-148.825383,N-S,N to S,10,soil pit focus,58,NA
ICC,43335,69.041928,-148.825383,N-S,N to S,11,soil pit focus,53,NA
ICC,43335,69.041928,-148.825383,N-S,N to S,12,soil pit focus,45,NA
ICC,43335,69.041928,-148.825383,N-S,N to S,13,soil pit focus,55,NA
ICC,43335,69.041928,-148.825383,NE-SW,NE to SW,1,soil pit focus,35,NA
ICC,43335,69.041928,-148.825383,NE-SW,NE to SW,2,soil pit focus,50,NA
ICC,43335,69.041928,-148.825383,NE-SW,NE to SW,3,soil pit focus,42,NA
ICC,43335,69.041928,-148.825383,NE-SW,NE to SW,4,soil pit focus,44,NA
ICC,43335,69.041928,-148.825383,NE-SW,NE to SW,5,soil pit focus,43,NA
ICC,43335,69.041928,-148.825383,NE-SW,NE to SW,6,soil pit focus,48,NA
ICC,43335,69.041928,-148.825383,NE-SW,NE to SW,7,soil pit focus,32,Soil pit ICC-2
ICC,43335,69.041928,-148.825383,NE-SW,NE to SW,8,soil pit focus,44,NA
ICC,43335,69.041928,-148.825383,NE-SW,NE to SW,9,soil pit focus,45,NA
ICC,43335,69.041928,-148.825383,NE-SW,NE to SW,10,soil pit focus,38,NA
ICC,43335,69.041928,-148.825383,NE-SW,NE to SW,11,soil pit focus,43,NA
ICC,43335,69.041928,-148.825383,NE-SW,NE to SW,12,soil pit focus,59,NA
ICC,43335,69.041928,-148.825383,NE-SW,NE to SW,13,soil pit focus,58,NA
ICC,43335,69.041928,-148.825383,NW-SE,NW to SE,1,soil pit focus,58,NA
ICC,43335,69.041928,-148.825383,NW-SE,NW to SE,2,soil pit focus,63,NA
ICC,43335,69.041928,-148.825383,NW-SE,NW to SE,3,soil pit focus,50,NA
ICC,43335,69.041928,-148.825383,NW-SE,NW to SE,4,soil pit focus,43,NA
ICC,43335,69.041928,-148.825383,NW-SE,NW to SE,5,soil pit focus,42,NA
ICC,43335,69.041928,-148.825383,NW-SE,NW to SE,6,soil pit focus,50,NA
ICC,43335,69.041928,-148.825383,NW-SE,NW to SE,7,soil pit focus,32,Soil pit ICC-2
ICC,43335,69.041928,-148.825383,NW-SE,NW to SE,8,soil pit focus,58,NA
ICC,43335,69.041928,-148.825383,NW-SE,NW to SE,9,soil pit focus,53,NA
ICC,43335,69.041928,-148.825383,NW-SE,NW to SE,10,soil pit focus,45,NA
ICC,43335,69.041928,-148.825383,NW-SE,NW to SE,11,soil pit focus,45,NA
ICC,43335,69.041928,-148.825383,NW-SE,NW to SE,12,soil pit focus,49,NA
ICC,43335,69.041928,-148.825383,NW-SE,NW to SE,13,soil pit focus,53,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,1,plot characterization,41,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,2,plot characterization,43,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,3,plot characterization,47,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,4,plot characterization,36,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,5,plot characterization,32,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,6,plot characterization,37,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,7,soil pit focus,30,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,8,soil pit focus,36,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,9,soil pit focus,39,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,10,soil pit focus,43,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,11,soil pit focus,60,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,12,soil pit focus,53,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,13,soil pit focus,36,Soil pit IMN-1
IMN,43336,68.604972,-149.30635,N-S,N to S,14,soil pit focus,75,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,15,soil pit focus,63,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,16,soil pit focus,47,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,17,soil pit focus,42,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,18,soil pit focus,35,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,19,soil pit focus,45,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,20,plot characterization,53,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,21,plot characterization,25,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,22,plot characterization,41,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,23,plot characterization,29,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,24,plot characterization,43,NA
IMN,43336,68.604972,-149.30635,N-S,N to S,25,plot characterization,31,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,1,plot characterization,52,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,2,plot characterization,43,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,3,plot characterization,49,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,4,plot characterization,53,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,5,plot characterization,44,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,6,plot characterization,55,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,7,soil pit focus,44,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,8,soil pit focus,34,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,9,soil pit focus,54,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,10,soil pit focus,52,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,11,soil pit focus,51,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,12,soil pit focus,46,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,13,soil pit focus,36,Soil pit IMN-1
IMN,43336,68.604972,-149.30635,E-W,E to W,14,soil pit focus,47,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,15,soil pit focus,67,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,16,soil pit focus,58,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,17,soil pit focus,48,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,18,soil pit focus,37,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,19,soil pit focus,45,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,20,plot characterization,39,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,21,plot characterization,37,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,22,plot characterization,36,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,23,plot characterization,34,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,24,plot characterization,43,NA
IMN,43336,68.604972,-149.30635,E-W,E to W,25,plot characterization,50,NA
IMN,43336,68.604972,-149.30635,NE-SW,NE to SW,1,soil pit focus,50,NA
IMN,43336,68.604972,-149.30635,NE-SW,NE to SW,2,soil pit focus,33,NA
IMN,43336,68.604972,-149.30635,NE-SW,NE to SW,3,soil pit focus,53,NA
IMN,43336,68.604972,-149.30635,NE-SW,NE to SW,4,soil pit focus,66,NA
IMN,43336,68.604972,-149.30635,NE-SW,NE to SW,5,soil pit focus,52,NA
IMN,43336,68.604972,-149.30635,NE-SW,NE to SW,6,soil pit focus,71,NA
IMN,43336,68.604972,-149.30635,NE-SW,NE to SW,7,soil pit focus,36,Soil pit IMN-1
IMN,43336,68.604972,-149.30635,NE-SW,NE to SW,8,soil pit focus,34,NA
IMN,43336,68.604972,-149.30635,NE-SW,NE to SW,9,soil pit focus,47,NA
IMN,43336,68.604972,-149.30635,NE-SW,NE to SW,10,soil pit focus,41,NA
IMN,43336,68.604972,-149.30635,NE-SW,NE to SW,11,soil pit focus,47,NA
IMN,43336,68.604972,-149.30635,NE-SW,NE to SW,12,soil pit focus,63,NA
IMN,43336,68.604972,-149.30635,NE-SW,NE to SW,13,soil pit focus,61,NA
IMN,43336,68.604972,-149.30635,NW-SE,NW to SE,1,soil pit focus,38,NA
IMN,43336,68.604972,-149.30635,NW-SE,NW to SE,2,soil pit focus,45,NA
IMN,43336,68.604972,-149.30635,NW-SE,NW to SE,3,soil pit focus,42,NA
IMN,43336,68.604972,-149.30635,NW-SE,NW to SE,4,soil pit focus,53,NA
IMN,43336,68.604972,-149.30635,NW-SE,NW to SE,5,soil pit focus,50,NA
IMN,43336,68.604972,-149.30635,NW-SE,NW to SE,6,soil pit focus,48,NA
IMN,43336,68.604972,-149.30635,NW-SE,NW to SE,7,soil pit focus,36,Soil pit IMN-1
IMN,43336,68.604972,-149.30635,NW-SE,NW to SE,8,soil pit focus,32,NA
IMN,43336,68.604972,-149.30635,NW-SE,NW to SE,9,soil pit focus,54,NA
IMN,43336,68.604972,-149.30635,NW-SE,NW to SE,10,soil pit focus,63,NA
IMN,43336,68.604972,-149.30635,NW-SE,NW to SE,11,soil pit focus,45,NA
IMN,43336,68.604972,-149.30635,NW-SE,NW to SE,12,soil pit focus,39,NA
IMN,43336,68.604972,-149.30635,NW-SE,NW to SE,13,soil pit focus,44,NA
SGW,43334,69.479578,-148.56442,N-S,N to S,1,soil pit focus,81,NA
SGW,43334,69.479578,-148.56442,N-S,N to S,2,soil pit focus,62,NA
SGW,43334,69.479578,-148.56442,N-S,N to S,3,soil pit focus,56,NA
SGW,43334,69.479578,-148.56442,N-S,N to S,4,soil pit focus,67,NA
